name,year_published,min_players,max_players,min_playtime,max_playtime,min_age,categories,mechanics,users_rated,average_rating,weight
Squad Leader,1977,2,2,60,60,14,"['Wargame', 'World War II']","['Critical Hits and Failures', 'Dice Rolling', 'Events', 'Grid Movement', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Set-up']",3455,7.55231,4.0332
Orléans: Trade & Intrigue,2016,2,5,90,90,12,"['Expansion for Base-game', 'Medieval', 'Religious', 'Travel']","['Deck, Bag, and Pool Building', 'Pick-up and Deliver', 'Point to Point Movement', 'Worker Placement']",3455,8.39584,3.2281
Inkognito,1988,3,5,90,90,10,"['Deduction', 'Spies/Secret Agents']","['Point to Point Movement', 'Roll / Spin and Move', 'Team-Based Game']",3453,6.6064,2.1637
Crystal Palace,2019,2,5,60,150,14,"['Dice', 'Economic']","['End Game Bonuses', 'Income', 'Loans', 'Modular Board', 'Set Collection', 'Take That', 'Turn Order: Auction', 'Worker Placement with Dice Workers']",3452,7.51644,3.7903
Dark Moon,2011,3,7,60,75,12,"['Bluffing', 'Deduction', 'Dice', 'Movies / TV / Radio theme', 'Print & Play', 'Science Fiction', 'Space Exploration', 'Spies/Secret Agents']","['Dice Rolling', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",3448,6.97934,2.3846
CO₂: Second Chance,2018,1,4,60,120,12,"['Economic', 'Environmental', 'Industry / Manufacturing']","['Area Majority / Influence', 'Cooperative Game', 'Market', 'Open Drafting', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Tile Placement', 'Worker Placement']",3449,7.51985,4.0946
Men at Work,2018,2,5,30,45,8,['Action / Dexterity'],['Stacking and Balancing'],3453,7.22076,1.0833
Hera and Zeus,2000,2,2,30,30,12,"['Bluffing', 'Card Game', 'Mythology']","['Action Points', 'Hand Management', 'Secret Unit Deployment']",3445,6.48778,2.0479
Leonardo da Vinci,2006,2,5,90,90,12,"['Industry / Manufacturing', 'Renaissance']","['Area Majority / Influence', 'Auction/Bidding', 'Contracts', 'Hand Management', 'Worker Placement']",3444,6.72274,3.1812
Oregon,2007,2,4,45,45,8,['American West'],"['Area Majority / Influence', 'Tile Placement']",3445,6.76639,2.1487
Oceanos,2016,2,5,30,45,8,"['Animals', 'Exploration', 'Nautical']","['Open Drafting', 'Set Collection', 'Simultaneous Action Selection']",3446,6.79385,1.8289
Abomination: The Heir of Frankenstein,2019,2,4,90,180,14,"['Horror', 'Novel-based', 'Science Fiction']","['Dice Rolling', 'Events', 'Narrative Choice / Paragraph', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",3450,7.45215,3.2647
Butterfly Garden,2012,2,4,30,30,8,['Abstract Strategy'],"['Hexagon Grid', 'Network and Route Building', 'Point to Point Movement', 'Tile Placement']",3444,6.84549,1.472
Blood Bowl: Living Rulebook,2004,2,2,120,120,12,"['Collectible Components', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']",3441,7.84703,3.1729
Automobiles,2016,2,5,45,75,10,"['Racing', 'Sports', 'Transportation']","['Deck, Bag, and Pool Building', 'Hand Management', 'Race']",3438,7.20024,2.2125
Roads & Boats,1999,1,4,240,240,14,"['City Building', 'Civilization', 'Economic', 'Industry / Manufacturing', 'Transportation']","['Grid Movement', 'Line Drawing', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver']",3432,7.70274,4.1946
Arcs,2024,2,4,60,120,14,"['Science Fiction', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Negotiation', 'Trick-taking', 'Turn Order: Claim Action', 'Variable Player Powers']",3496,8.32214,3.3624
Thunder Road: Vendetta,2023,2,4,45,75,10,"['Dice', 'Fighting', 'Miniatures', 'Racing']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Player Elimination', 'Roll / Spin and Move', 'Take That']",3439,7.96318,1.9524
Escape from Colditz,1973,2,6,180,180,12,"['Adventure', 'World War II']","['Elapsed Real Time Ending', 'Grid Movement', 'Hexagon Grid', 'Open Drafting', 'Roll / Spin and Move', 'Set Collection', 'Simulation']",3424,6.67838,2.2262
Trans Europa,2005,2,6,20,20,8,['Trains'],"['Connections', 'Race', 'Score-and-Reset Game']",3423,6.65466,1.4068
That's Life!,2005,2,6,30,30,8,['Humor'],"['Dice Rolling', 'Map Reduction', 'Modular Board', 'Roll / Spin and Move']",3417,6.48651,1.3189
Too Many Bones: Undertow,2018,1,2,60,180,12,"['Adventure', 'Dice', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Minimap Resolution', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Tech Trees / Tech Tracks', 'Turn Order: Role Order', 'Variable Player Powers']",3422,8.68723,4.0231
Duelosaur Island,2018,1,2,30,45,10,"['Animals', 'Card Game', 'Dice', 'Science Fiction']","['Dice Rolling', 'Hand Management', 'I Cut, You Choose', 'Income', 'Open Drafting', 'Set Collection']",3415,7.04099,2.3582
Upwords,1982,2,4,90,90,8,['Word Game'],"['Hand Management', 'Layering', 'Spelling', 'Tile Placement']",3414,5.74254,1.6856
Saint Petersburg (Second Edition),2014,2,5,60,60,13,"['Age of Reason', 'Card Game', 'City Building', 'Economic']","['Income', 'Open Drafting', 'Set Collection']",3409,7.45775,2.6417
Irish Gauge,2014,3,5,60,60,12,"['Economic', 'Trains']","['Auction/Bidding', 'Hexagon Grid', 'Income', 'Investment', 'Network and Route Building', 'Random Production', 'Stock Holding', 'Victory Points as a Resource']",3411,7.21474,2.3488
Small World: Tales and Legends,2010,2,5,40,80,8,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Dice Rolling', 'Events', 'Variable Player Powers']",3397,7.22126,2.1677
Space Cadets,2012,3,6,60,120,8,"['Action / Dexterity', 'Puzzle', 'Real-time', 'Science Fiction', 'Space Exploration']","['Cooperative Game', 'Dice Rolling', 'Flicking', 'Grid Movement', 'Memory', 'Modular Board', 'Pattern Building', 'Pattern Recognition', 'Programmed Movement', 'Push Your Luck', 'Re-rolling and Locking', 'Real-Time', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Variable Player Powers']",3395,6.54717,2.7399
War of the Ring: The Card Game,2022,2,4,90,120,12,"['Card Game', 'Fantasy', 'Novel-based']","['Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Hand Management', 'Team-Based Game']",3386,7.71648,2.9237
Infinity Gauntlet: A Love Letter Game,2020,2,6,15,15,10,"['Card Game', 'Comic Book / Strip', 'Deduction', 'Movies / TV / Radio theme']","['Hand Management', 'Set Collection', 'Team-Based Game']",3379,6.95614,1.2069
Snake Oil,2010,3,10,20,30,10,"['Card Game', 'Humor', 'Party Game']","['Acting', 'Hand Management', 'Player Judge', 'Storytelling']",3378,6.66925,1.1413
Earth Reborn,2010,2,4,180,180,13,"['Adventure', 'Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Spies/Secret Agents', 'Zombies']","['Action Points', 'Auction: Sealed Bid', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Interrupts', 'Line of Sight', 'Modular Board', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Secret Unit Deployment', 'Square Grid', 'Variable Player Powers', 'Variable Set-up']",3373,7.61269,3.8951
The Captain Is Dead,2014,2,7,60,90,14,"['Fighting', 'Science Fiction']","['Action Points', 'Area Movement', 'Cooperative Game', 'Hand Management', 'Open Drafting', 'Variable Player Powers']",3369,7.07367,2.3895
Wildlife Safari,1994,2,5,20,30,7,"['Animals', 'Card Game']","['Commodity Speculation', 'Hand Management', 'Open Drafting', 'Stock Holding']",3366,6.72926,1.2892
Relic,2013,2,4,60,120,14,"['Adventure', 'Exploration', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Roll / Spin and Move', 'Variable Player Powers']",3365,6.75095,2.4744
Stardew Valley: The Board Game,2021,1,4,45,200,13,"['Animals', 'Farming', 'Video Game Theme']","['Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Events', 'Point to Point Movement', 'Random Production', 'Solo / Solitaire Game', 'Variable Set-up', 'Worker Placement']",3369,7.41065,2.6981
Ulm,2016,2,4,45,75,10,"['Medieval', 'Renaissance']","['Area Majority / Influence', 'Bias', 'Set Collection', 'Slide/Push', 'Victory Points as a Resource']",3363,7.0174,2.6923
Ascension: Return of the Fallen,2011,1,2,30,30,13,"['Card Game', 'Fantasy']","['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']",3360,7.26533,2.1557
Advanced Civilization,1991,2,8,360,480,12,"['Ancient', 'Civilization', 'Economic', 'Expansion for Base-game', 'Negotiation']","['Area Movement', 'Commodity Speculation', 'Set Collection', 'Trading']",3358,8.01275,3.6651
DungeonQuest (Third Edition),2010,1,4,90,90,13,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Modular Board', 'Player Elimination', 'Rock-Paper-Scissors', 'Tile Placement', 'Variable Player Powers']",3359,6.64413,2.1652
Ticket to Ride Map Collection 3: The Heart of Africa,2012,2,5,30,60,8,"['Expansion for Base-game', 'Trains']","['Hand Management', 'Network and Route Building', 'Open Drafting', 'Set Collection']",3355,7.37899,2.0481
Whistle Mountain,2020,2,4,60,90,14,['Industry / Manufacturing'],"['Tile Placement', 'Variable Player Powers', 'Worker Placement']",3359,7.56973,2.9885
GIPF,1996,2,2,30,60,9,['Abstract Strategy'],"['Grid Movement', 'Pattern Building']",3350,7.08236,2.7689
Dogs of War,2014,3,5,75,75,14,"['Abstract Strategy', 'Fantasy', 'Negotiation', 'Renaissance', 'Wargame']","['Area Majority / Influence', 'Hand Management', 'Tug of War', 'Variable Player Powers', 'Worker Placement']",3351,7.52708,2.641
Plague Inc.: The Board Game,2017,1,4,60,60,14,"['Medical', 'Video Game Theme']","['Area Majority / Influence', 'Hand Management', 'Network and Route Building', 'Simulation', 'Take That', 'Tile Placement', 'Worker Placement']",3351,7.36069,2.1429
Star Wars: Epic Duels,2002,2,6,30,30,8,"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']","['Campaign / Battle Card Driven', 'Player Elimination', 'Roll / Spin and Move', 'Variable Player Powers']",3349,7.01946,1.7812
Bezzerwizzer,2007,2,12,45,45,14,"['Party Game', 'Trivia']","['Betting and Bluffing', 'Simultaneous Action Selection']",3350,6.41279,1.5537
Raiders of the North Sea: Hall of Heroes,2018,2,5,60,80,12,"['Expansion for Base-game', 'Medieval', 'Nautical']","['Hand Management', 'Open Drafting', 'Set Collection', 'Worker Placement']",3354,8.21535,2.7302
Meuterer,2000,3,4,60,60,12,"['Card Game', 'Fighting', 'Nautical', 'Pirates']","['Hand Management', 'Modular Board', 'Open Drafting', 'Point to Point Movement']",3347,6.87062,2.3118
Power Grid: Benelux/Central Europe,2006,2,6,120,120,13,"['Economic', 'Expansion for Base-game', 'Industry / Manufacturing']","['Auction/Bidding', 'Income', 'Market', 'Network and Route Building']",3345,8.01112,3.1419
Exit: The Game – The Forbidden Castle,2017,1,4,45,90,12,"['Deduction', 'Puzzle', 'Real-time']","['Cooperative Game', 'Deduction']",3342,6.78594,3.2712
Good Cop Bad Cop,2014,4,8,10,20,12,"['Bluffing', 'Card Game', 'Deduction', 'Party Game', 'Spies/Secret Agents']","['Alliances', 'Hand Management', 'Hidden Roles', 'Memory', 'Player Elimination', 'Take That']",3341,6.5516,1.2547
Star Trek: Fleet Captains,2011,2,4,90,120,14,"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Tile Placement']",3339,7.47293,3.0598
Robo Rally,2016,2,6,20,120,12,"['Maze', 'Miniatures', 'Racing', 'Science Fiction']","['Action Queue', 'Bias', 'Grid Movement', 'Modular Board', 'Programmed Movement', 'Race', 'Simultaneous Action Selection']",3341,6.97184,2.3167
Elasund: The First City,2005,2,4,60,90,10,"['Economic', 'Territory Building']","['Dice Rolling', 'Enclosure', 'Hand Management', 'Set Collection', 'Tile Placement']",3334,6.58963,2.7266
El Grande Big Box,2015,2,5,90,90,12,['Renaissance'],"['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Hand Management', 'Memory', 'Open Drafting', 'Simultaneous Action Selection']",3334,8.20099,2.7895
"Artifacts, Inc.",2014,2,4,60,60,13,"['Adventure', 'Card Game', 'Economic', 'Exploration']","['Action Points', 'Area Majority / Influence', 'Dice Rolling', 'Open Drafting', 'Set Collection', 'Worker Placement', 'Worker Placement with Dice Workers']",3334,6.75018,2.1557
Lifeboat,2002,4,6,60,60,13,"['Bluffing', 'Card Game', 'Humor', 'Nautical', 'Negotiation', 'Party Game', 'Travel']","['Hand Management', 'Move Through Deck', 'Open Drafting', 'Player Elimination', 'Secret Unit Deployment', 'Set Collection', 'Take That', 'Team-Based Game', 'Trading', 'Variable Player Powers']",3333,6.30001,1.7446
Merchants of the Dark Road,2022,1,4,60,120,12,"['Exploration', 'Fantasy', 'Medieval', 'Transportation']","['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Highest-Lowest Scoring', 'Market', 'Pick-up and Deliver', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Worker Placement with Dice Workers']",3332,7.36851,3.2235
BattleCON: Devastation of Indines,2013,1,5,45,45,10,"['Card Game', 'Fantasy', 'Fighting']","['Hand Management', 'Player Elimination', 'Point to Point Movement', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']",3324,7.81999,3.1098
The Castles of Tuscany,2020,2,4,45,60,10,"['Industry / Manufacturing', 'Renaissance', 'Territory Building']","['Grid Coverage', 'Hexagon Grid', 'Modular Board', 'Set Collection', 'Tile Placement', 'Variable Set-up']",3323,7.22894,2.23
Frostpunk: The Board Game,2022,1,4,120,150,16,"['City Building', 'Economic', 'Exploration', 'Video Game Theme']","['Cooperative Game', 'Cube Tower', 'Events', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement, Different Worker Types']",3326,8.23768,4.3487
The Wolves,2022,2,5,75,75,14,"['Animals', 'Territory Building']","['Area Majority / Influence', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Take That', 'Variable Set-up']",3328,7.31744,2.8018
A la carte,1989,2,4,30,30,8,['Action / Dexterity'],"['Action Points', 'Dice Rolling', 'Set Collection']",3315,6.46222,1.2955
Magic: The Gathering – Arena of the Planeswalkers,2015,2,5,60,60,10,"['Fantasy', 'Fighting', 'Miniatures', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Team-Based Game']",3314,6.16156,2.34
Mountains of Madness,2017,3,5,60,90,12,"['Horror', 'Novel-based', 'Real-time']","['Communication Limits', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Role Playing']",3314,6.50078,2.0545
Around the World in 80 Days,2004,2,6,50,70,10,"['Novel-based', 'Travel']","['Hand Management', 'Open Drafting', 'Point to Point Movement', 'Race']",3313,6.54618,1.8101
Witchstone,2021,2,4,60,90,12,['Fantasy'],"['End Game Bonuses', 'Grid Coverage', 'Hexagon Grid', 'Network and Route Building', 'Open Drafting', 'Point to Point Movement', 'Tile Placement']",3315,7.54556,2.7583
Dominion: Envoy Promo Card,2008,2,4,30,30,10,"['Card Game', 'Expansion for Base-game', 'Medieval']","['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']",3307,7.19042,2.2
Disney Villainous: Perfectly Wretched,2020,2,3,40,60,10,"['Card Game', 'Fantasy', 'Movies / TV / Radio theme']","['Hand Management', 'Take That', 'Variable Player Powers']",3307,7.60747,2.2941
Galaxy Trucker: The Big Expansion,2008,2,5,60,60,12,"['Expansion for Base-game', 'Real-time', 'Science Fiction', 'Space Exploration', 'Transportation']","['Dice Rolling', 'Memory', 'Tile Placement']",3302,7.93215,2.6812
Chicken Cha Cha Cha,1997,2,4,15,20,4,"['Animals', ""Children's Game"", 'Memory']",['Memory'],3303,6.56803,1.1189
Conspiracy: Abyss Universe,2019,2,4,30,30,8,"['Card Game', 'Fantasy', 'Nautical']","['Open Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']",3306,7.22905,1.798
New Angeles,2016,4,6,120,240,14,"['Bluffing', 'Miniatures', 'Negotiation', 'Political', 'Science Fiction']","['Hidden Roles', 'Negotiation', 'Semi-Cooperative Game', 'Traitor Game', 'Variable Player Powers', 'Voting']",3297,7.05988,3.2165
FITS,2009,1,4,45,45,8,"['Abstract Strategy', 'Puzzle']","['Bingo', 'Pattern Building', 'Tile Placement']",3295,6.56909,1.3897
Weather Machine,2022,2,4,60,150,14,['Science Fiction'],"['Action Points', 'Set Collection', 'Tile Placement', 'Worker Placement']",3300,7.79897,4.5888
Mythic Battles: Pantheon,2017,2,4,60,90,14,"['Ancient', 'Card Game', 'Miniatures', 'Mythology', 'Wargame']","['Area Movement', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Line of Sight', 'Open Drafting', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Player Powers']",3290,8.31833,3.0465
Beyond Balderdash,1993,2,6,45,45,10,"['Bluffing', 'Party Game', 'Trivia', 'Word Game']","['Paper-and-Pencil', 'Voting']",3285,6.82348,1.4714
Dragon's Gold,2001,3,6,45,45,12,"['Bluffing', 'Card Game', 'Fantasy', 'Fighting', 'Negotiation']","['Hand Management', 'Set Collection', 'Take That', 'Trading']",3284,6.42577,1.6943
Smash Up: Monster Smash,2014,2,2,30,45,12,"['Card Game', 'Fantasy', 'Humor', 'Mythology', 'Science Fiction', 'Zombies']","['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']",3280,7.26175,2.1961
Commands & Colors: Napoleonics,2010,2,2,90,90,14,"['Napoleonic', 'Wargame']","['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Simulation']",3281,8.04365,2.7445
Age of Mythology: The Boardgame,2003,2,4,120,120,10,"['Ancient', 'Civilization', 'Mythology', 'Video Game Theme']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Rock-Paper-Scissors', 'Secret Unit Deployment', 'Variable Phase Order', 'Variable Player Powers']",3280,6.13304,2.9337
Cthulhu Realms,2015,2,4,25,45,14,"['Card Game', 'Horror', 'Humor', 'Novel-based']","['Deck, Bag, and Pool Building', 'Player Elimination']",3280,6.68371,2.0833
Firenze,2010,2,4,60,60,12,"['Economic', 'Renaissance']","['Auction: Dutch', 'Increase Value of Unchosen Resources', 'Set Collection']",3273,7.22458,2.558
Bootleggers,2004,3,6,90,90,14,"['Economic', 'Industry / Manufacturing', 'Mafia', 'Negotiation', 'Transportation']","['Area Majority / Influence', 'Open Drafting', 'Simultaneous Action Selection', 'Trading']",3273,6.68375,2.6215
Carcassonne: The Count of Carcassonne,2004,2,6,60,60,8,"['City Building', 'Expansion for Base-game', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Tile Placement']",3272,5.96458,2.0059
Cahoots,2018,1,4,20,20,10,['Card Game'],"['Communication Limits', 'Cooperative Game', 'Open Drafting']",3276,7.11956,1.1111
